"topic_id","description","link","members","topic_name","urlkey","main_topic_id"
"117809","not_found","http://helping-owners-recover-thier-lost-pets.meetup.com/","0","Helping Owners Recover Thier Lost Pets","helping-owners-recover-thier-lost-pets","53052"
"117857","not_found","http://finding-lost-pets.meetup.com/","0","Finding Lost Pets","finding-lost-pets","53052"
"118092","not_found","http://lgbts.meetup.com/","74","LGBTS","lgbts","10050"
"118190","not_found","http://boomer-wellness-and-well-being.meetup.com/","410","Boomer Wellness and Well-Being","boomer-wellness-and-well-being","10306"
"118332","not_found","http://pet-obesity.meetup.com/","0","Pet Obesity","pet-obesity","53052"
"118333","not_found","http://pet-weight-loss.meetup.com/","20","Pet Weight Loss","pet-weight-loss","53052"
"118366","not_found","http://professional-womens-networking-group.meetup.com/","12759","Professional Women's Networking Group","professional-womens-networking-group","15236"
"118588","not_found","http://small-business-networking-and-referrals-services.meetup.com/","11190","Small Business Networking and Referrals Services","small-business-networking-and-referrals-services","15236"
"119179","not_found","http://charlotte-black-business-networking.meetup.com/","1305","Charlotte Black Business Networking","charlotte-black-business-networking","15236"
"119364","not_found","http://gourmet-food-fine-wine-intelligent-conversation.meetup.com/","26558","Gourmet food fine wine intelligent conversation","gourmet-food-fine-wine-intelligent-conversation","19227"
"119717","not_found","http://crafts-for-men.meetup.com/","0","Crafts for Men","crafts-for-men","10099"
"119718","not_found","http://adult-craft-parties.meetup.com/","0","Adult Craft Parties","adult-craft-parties","10099"
"119872","not_found","http://wine-food-events.meetup.com/","5137","Wine & Food Events","wine-food-events","19227"
"120014","not_found","http://networking-for-real-estate-professionals.meetup.com/","93","Networking For Real Estate Professionals","networking-for-real-estate-professionals","15236"
"120143","not_found","http://meet-with-your-pets.meetup.com/","0","Meet with Your Pets","meet-with-your-pets","53052"
"120185","not_found","http://arts-crafts-for-adults.meetup.com/","2606","Arts & Crafts for Adults","arts-crafts-for-adults","10099"
"120245","not_found","http://photo-stories.meetup.com/","0","Photo Stories","photo-stories","223"
"120367","not_found","http://fashion-and-charity.meetup.com/","0","Fashion and Charity","fashion-and-charity","1924"
"120579","not_found","http://crochet-knit-and-other-portable-hand-crafts.meetup.com/","2196","Crochet Knit and other Portable Hand Crafts","crochet-knit-and-other-portable-hand-crafts","10099"
"120741","not_found","http://japanese-social-and-business-networking.meetup.com/","271","Japanese Social and Business Networking","japanese-social-and-business-networking","15236"
"121050","not_found","http://photo-blue.meetup.com/","0","Photo Blue","photo-blue","223"
"121093","not_found","http://tempe-business-networking.meetup.com/","0","Tempe Business Networking","tempe-business-networking","15236"
"121094","not_found","http://chandler-business-networking.meetup.com/","0","Chandler Business Networking","chandler-business-networking","15236"
"121102","not_found","http://photo-retouching.meetup.com/","5373","Photo Retouching","photo-retouching","223"
"121349","not_found","http://lgbt-latinas-y-amigas.meetup.com/","0","LGBT Latinas y Amigas","lgbt-latinas-y-amigas","10050"
"121374","not_found","http://posh-exclusive-network-for-upscale-professionals.meetup.com/","0","Posh Exclusive Network for Upscale Professionals","posh-exclusive-network-for-upscale-professionals","15236"
"121757","not_found","http://chair-dance-lap-dance.meetup.com/","2020","Chair Dance, Lap Dance","chair-dance-lap-dance","491"
"121793","not_found","http://east-cobb-business-networking.meetup.com/","1070","East Cobb Business Networking","east-cobb-business-networking","15236"
"121794","not_found","http://smyrna-business-networking.meetup.com/","0","Smyrna Business Networking","smyrna-business-networking","15236"
"121795","not_found","http://roswell-business-networking.meetup.com/","957","Roswell Business Networking","roswell-business-networking","15236"
"121796","not_found","http://marieta-business-networking.meetup.com/","0","Marieta Business Networking","marieta-business-networking","15236"
"121797","not_found","http://cumberland-business-networking.meetup.com/","0","Cumberland Business Networking","cumberland-business-networking","15236"
"121798","not_found","http://sandy-springs-business-networking.meetup.com/","0","Sandy Springs Business Networking","sandy-springs-business-networking","15236"
"121799","not_found","http://vinings-business-networking.meetup.com/","0","Vinings Business Networking","vinings-business-networking","15236"
"121938","not_found","http://albuquerque-women-in-business-networking.meetup.com/","0","Albuquerque Women in Business Networking","albuquerque-women-in-business-networking","15236"
"122141","not_found","http://barrie-ladies-small-business-networking.meetup.com/","0","Barrie Ladies Small Business Networking","barrie-ladies-small-business-networking","15236"
"122912","not_found","http://manhattan-lgbt-queer-gay-lesbian.meetup.com/","0","Manhattan LGBT Queer Gay Lesbian","manhattan-lgbt-queer-gay-lesbian","10050"
"123096","not_found","http://sicilian-literature-and-poetry-discussion.meetup.com/","0","Sicilian Literature and Poetry Discussion","sicilian-literature-and-poetry-discussion","15321"
"123231","not_found","http://lgbt-and-friends.meetup.com/","100","LGBT and Friends","lgbt-and-friends","10050"
"123823","not_found","http://pet-ministry.meetup.com/","0","Pet Ministry","pet-ministry","53052"
"124136","not_found","http://social-networking-for-media-professionals.meetup.com/","285","Social Networking for Media Professionals","social-networking-for-media-professionals","15236"
"124165","not_found","http://music-books-about-music.meetup.com/","0","Music: Books about Music","music-books-about-music","15018"
"124365","not_found","http://japanese-literature.meetup.com/","649","Japanese Literature","japanese-literature","15321"
"124679","not_found","http://c-level-professional-networking.meetup.com/","181","C Level Professional Networking","c-level-professional-networking","15236"
"124812","not_found","http://wauconda-area-business-networking.meetup.com/","242","Wauconda Area Business Networking","wauconda-area-business-networking","15236"
"125009","not_found","http://artistic-photos.meetup.com/","1387","Artistic Photos","artistic-photos","223"
"125039","not_found","http://acustical-music-music-jam-sessions-vinyl-records.meetup.com/","25363","Acustical Music, Music Jam Sessions, Vinyl Records","acustical-music-music-jam-sessions-vinyl-records","15018"
"125467","not_found","http://chinese-language.meetup.com/","725205","Chinese language","chinese-language","10454"
"126150","not_found","http://remaining-sane-in-the-suburbs-through-literature.meetup.com/","0","Remaining Sane in the Suburbs through Literature","remaining-sane-in-the-suburbs-through-literature","15321"
"126152","not_found","http://women-helping-women-through-literature.meetup.com/","0","Women Helping Women through Literature","women-helping-women-through-literature","15321"
"126227","not_found","http://serious-games-game-development.meetup.com/","13","Serious Games, Game Development","serious-games-game-development","15992"
"126355","not_found","http://sport-and-recreation.meetup.com/","2198","Sport and Recreation","sport-and-recreation","10451"
"126612","not_found","http://black-african-literature.meetup.com/","558","Black African Literature","black-african-literature","15321"
"126664","not_found","http://adult-craft-classes.meetup.com/","1215","Adult Craft Classes","adult-craft-classes","10099"
"126767","not_found","http://womens-initiative-business-networking.meetup.com/","0","Women's Initiative Business Networking","womens-initiative-business-networking","15236"
"127373","not_found","http://health-professionals-networking.meetup.com/","244","Health Professionals Networking","health-professionals-networking","15236"
"127667","not_found","http://learning-new-crafts.meetup.com/","0","learning new crafts","learning-new-crafts","10099"
"127937","not_found","http://share-experiences-as-a-pet-nanny-cat-sitter.meetup.com/","0","Share experiences as a 'pet nanny'! (cat sitter)","share-experiences-as-a-pet-nanny-cat-sitter","53052"
"128208","not_found","http://pets-birds.meetup.com/","0","Pets Birds","pets-birds","53052"
"129163","not_found","http://professional-women-networking.meetup.com/","3469","Professional Women Networking","professional-women-networking","15236"
"129286","not_found","http://business-networking-in-orange-county-ca.meetup.com/","487","Business networking in Orange County-CA","business-networking-in-orange-county-ca","15236"
"129521","not_found","http://metro-vancouver-photo-club-events.meetup.com/","0","metro Vancouver Photo Club Events","metro-vancouver-photo-club-events","223"
"129817","not_found","http://outside-the-box-business-networking.meetup.com/","0","Outside the box business networking","outside-the-box-business-networking","15236"
"130366","not_found","http://rich-is-sexy-social-club-for-business-networking.meetup.com/","0","rich is sexy social club for business networking","rich-is-sexy-social-club-for-business-networking","15236"
"130576","not_found","http://black-business-network.meetup.com/","3809","Black Business Network","black-business-network","15236"
"130577","not_found","http://business-networking-in-contra-costa-county.meetup.com/","0","Business Networking in Contra Costa County","business-networking-in-contra-costa-county","15236"
"130584","not_found","http://arts-crafts-of-the-middle-ages.meetup.com/","408","Arts & Crafts of the Middle Ages","arts-crafts-of-the-middle-ages","10099"
"130759","not_found","http://expanding-male-photo-studies.meetup.com/","0","expanding male photo studies","expanding-male-photo-studies","223"
"131001","not_found","http://craft-ministry.meetup.com/","0","Craft Ministry","craft-ministry","10099"
"131166","not_found","http://great-literature-on-film.meetup.com/","0","Great Literature on Film","great-literature-on-film","15321"
"131178","not_found","http://recreational-sports.meetup.com/","2088678","Recreational Sports","recreational-sports","10451"
"131669","not_found","http://professional-and-social-networking.meetup.com/","8235","Professional and Social Networking","professional-and-social-networking","15236"
"132084","not_found","http://photo-solutions.meetup.com/","782","Photo Solutions","photo-solutions","223"
"132571","not_found","http://lets-craft-what-interests-you.meetup.com/","339","Let's Craft. What interests you?","lets-craft-what-interests-you","10099"
"132668","not_found","http://pet-pantries.meetup.com/","0","Pet Pantries","pet-pantries","53052"
"132865","not_found","http://christian-professional-women-in-business-network.meetup.com/","5192","Christian Professional Women in Business Network","christian-professional-women-in-business-network","15236"
"133029","not_found","http://how-to-jury-for-a-craft-fair.meetup.com/","0","How to Jury for a Craft fair","how-to-jury-for-a-craft-fair","10099"
"133173","not_found","http://language-culture-french-italian-spanish.meetup.com/","208","Language & Culture French Italian Spanish","language-culture-french-italian-spanish","10454"
"133471","not_found","http://gothic-arts-and-crafts.meetup.com/","63","Gothic Arts and Crafts","gothic-arts-and-crafts","10099"
